sweetkittycats,0.22,0.32,0.43,0.46,0.22,0.44,0.17
tboneheath,0.28,0.56,0.63,0.45,0.29,0.52,0.33
tduke8809,0.39,0.34,0.31,0.33,0.3,0.32,0.33
terrintokyo,0.32,0.51,0.23,0.38,0.32,0.27,0.15
thefartinggnome,0.18,0.13,0.17,0.36,0.39,0.4,0.12
theyoooooshow,0.23,0.29,0.19,0.41,0.2,0.31,0.32
thingstrumpsay,0.66,0.55,0.39,0.66,0.6,0.48,0.66
tooobvious12286,0.24,0.43,0.25,0.16,0.32,0.36,0.11
tootlesintenn,0.35,0.33,0.35,0.32,0.41,0.33,0.27
toupeesupporter,0.3,0.36,0.35,0.32,0.16,0.26,0.09
tycomcraig,0.29,0.51,0.28,0.21,0.34,0.41,0.08
umass94,0.23,0.45,0.28,0.18,0.22,0.44,0.26
vandives,0.38,0.28,0.23,0.22,0.35,0.1,0.32
vision835,0.41,0.3,0.22,0.42,0.46,0.17,0.22
vivelafra,0.5,0.34,0.44,0.42,0.38,0.32,0.63
volpappaw,0.54,0.56,0.25,0.5,0.54,0.41,0.59
watersurf58,0.34,0.41,0.17,0.33,0.36,0.29,0.19
wildwestleft,0.24,0.46,0.09,0.48,0.24,0.47,0.14
willapercy,0.42,0.6,0.1,0.25,0.68,0.6,0.16
wommy1,0.27,0.39,0.2,0.45,0.27,0.26,0.13
woodlawn29488,0.35,0.42,0.37,0.38,0.36,0.42,0.35
wstander123,0.29,0.45,0.24,0.14,0.27,0.31,0.17
wyomobe,0.31,0.48,0.37,0.36,0.22,0.35,0.33
ybbkaren,0.26,0.18,0.05,0.34,0.2,0.25,0.11
zesty_trump,0.68,0.65,0.34,0.58,0.68,0.61,0.32
1776BetsyRoss,0.28,0.26,0.22,0.56,0.3,0.31,0.15
1AmericanWoman,0.46,0.33,0.14,0.31,0.46,0.18,0.2
1_eyed_Jack,0.29,0.1,0.08,0.25,0.34,0.08,0.25
2handsomesons1,0.34,0.47,0.57,0.44,0.42,0.62,0.45
2sharpe2,0.43,0.47,0.26,0.44,0.39,0.35,0.17
305Pirate,0.3,0.35,0.09,0.37,0.32,0.23,0.3
47PatriotFI,0.27,0.43,0.16,0.11,0.38,0.34,0.15
4HeritageMoms,0.42,0.52,0.5,0.42,0.35,0.31,0.51
531_jeanne,0.37,0.54,0.46,0.33,0.53,0.39,0.12
53percenter2012,0.32,0.35,0.05,0.39,0.38,0.28,0.09
ADonWalker3,0.81,0.89,0.15,0.840246053,0.793147134,0.905,0.41
AMeansstotheend,0.44,0.51,0.42,0.35,0.3,0.41,0.45
ARascallion,0.5,0.67,0.53,0.4,0.51,0.48,0.38
AlbionAwakes,0.56,0.33,0.15,0.43,0.23,0.26,0.54
AliceAachurc,0.3,0.26,0.16,0.22,0.37,0.27,0.27
Alt_News_Pro,0.64,0.74,0.7025,0.785371427,0.69,0.8,0.24
Americanvln1,0.22,0.19,0.16,0.17,0.21,0.26,0.1
AndyOistins,0.32,0.26,0.27,0.51,0.41,0.21,0.25
Annette73261887,0.32,0.33,0.21,0.33,0.29,0.35,0.43
AnyanwuChidieb8,0.79,0.66,0.7,0.78,0.57,0.63,0.61
Aroyaldmd,0.33,0.42,0.37,0.6,0.29,0.22,0.34
Ashleyeliza11,0.2,0.22,0.3,0.34,0.23,0.21,0.32
BMTnotorious,0.47,0.48,0.57,0.37,0.57,0.52,0.39
BarbaraDarlin,0.24,0.29,0.2,0.16,0.21,0.22,0.17
BernieOrBustLA,0.4,0.35,0.18,0.34,0.4,0.26,0.28
Bill_Huff,0.54,0.28,0.33,0.33,0.67,0.32,0.31
BradwellJames,0.42,0.44,0.14,0.51,0.32,0.54,0.19
BreakingNews24U,0.75,0.6,0.61,0.63,0.64,0.44,0.74
Buddyball6969,0.29,0.38,0.22,0.57,0.47,0.47,0.29
C0rruptHillary,0.41,0.53,0.38,0.47,0.29,0.44,0.32
Calvinoneil7,0.36,0.49,0.58,0.37,0.28,0.43,0.5
Carlisleboy,0.32,0.38,0.41,0.36,0.34,0.31,0.3
Carolan2016,0.17,0.32,0.42,0.4,0.2,0.33,0.23
ChapmanCourtney,0.13,0.22,0.17,0.29,0.2,0.3,0.04
ChargerGreg,0.46,0.31,0.37,0.44,0.49,0.31,0.51
Charlie_Hedrick,0.43,0.38,0.2,0.41,0.63,0.46,0.43
Charmed27N,0.24,0.24,0.12,0.23,0.24,0.19,0.09
ChucklingWorm,0.35,0.41,0.51,0.38,0.29,0.38,0.5
ClarksonChuck,0.31,0.25,0.15,0.41,0.22,0.23,0.07
ColleenBarry1,0.36,0.47,0.2,0.35,0.28,0.25,0.19
DKBAdams,0.36,0.51,0.29,0.36,0.72,0.49,0.13
DMLupo,0.31,0.2,0.2,0.31,0.35,0.36,0.21
DNoticie,0.88,0.49,0.49,0.64,0.7,0.57,0.54
DanilleMamm2,0.33,0.46,0.48,0.15,0.35,0.253333333,0.16
DarHuddleston,0.39,0.24,0.35,0.31,0.29,0.3,0.49
DebraJean43,0.39,0.54,0.32,0.46,0.42,0.27,0.31
DeniseMMurray,0.27,0.33,0.16,0.3,0.21,0.07,0.24
DerekC2016,0.38,0.21,0.06,0.36,0.27,0.2,0.29
DianeFPatel2,0.51,0.47,0.65,0.62,0.38,0.44,0.45
DonnaHBlake,0.59,0.23,0.32,0.26,0.56,0.33,0.16
DoublePTX,0.26,0.25,0.14,0.46,0.25,0.4,0.06
Dragonmommma,0.35,0.27,0.25,0.38,0.32,0.22,0.23
EclecticLizzie,0.37,0.35,0.26,0.39,0.3,0.51,0.17
Emperipolisis,0.27,0.17,0.37,0.33,0.27,0.26,0.11
Exposingfrauds7,0.19,0.31,0.23,0.16,0.17,0.23,0.11
FOXcouk,0.43,0.72,0.24,0.6,0.65,0.72,0.52
FerrariERA,0.19,0.21,0.35,0.22,0.29,0.22,0.1
FlaShirley,0.22,0.23,0.2,0.24,0.39,0.2,0.04
FuriousFarmBoy,0.34,0.36,0.28,0.42,0.38,0.12,0.18
Gabbiedrice78K,0.33,0.31,0.21,0.44,0.21,0.2,0.22
Girl__III,0.26,0.49,0.12,0.42,0.21,0.35,0.18
GloomandDoom1,0.44,0.52,0.32,0.64,0.65,0.51,0.5
GodFatha702,0.29,0.37,0.23,0.56,0.45,0.21,0.18
GoldenX40,0.37,0.49,0.22,0.28,0.47,0.44,0.08
GooseQuest,0.7,0.58,0.787951843,0.799798443,0.58,0.9,0.783886357
GotGOP2016,0.4,0.42,0.14,0.29,0.31,0.31,0.14
Gratefulval2,0.12,0.18,0.34,0.27,0.18,0.24,0.01
Guns4Trump,0.47,0.52,0.03,0.5,0.33,0.46,0.51
HelenKaufman11,0.52,0.57,0.47,0.53,0.72,0.5,0.27
HenryOray,0.39,0.46,0.33,0.49,0.44,0.44,0.33
ImWatchingToo,0.3,0.37,0.05,0.38,0.3,0.17,0.16
Ithinkitscatchy,0.28,0.34,0.23,0.52,0.2,0.31,0.12
JaynePenelope,0.48,0.34,0.2,0.32,0.36,0.19,0.36
JebLadat,0.38,0.43,0.3,0.39,0.39,0.33,0.24
Jeneymaria,0.56,0.62,0.32,0.69,0.6,0.55,0.49
Jennife56791765,0.46,0.836666667,0.79,0.779441807,0.793147134,0.94,0.45
JoAnnLatham2,0.44,0.52,0.38,0.24,0.56,0.39,0.35
JoLissa13,0.21,0.29,0.32,0.33,0.21,0.42,0.31
JoeRiggs10,0.34,0.45,0.25,0.6,0.32,0.49,0.07
JonJusth,0.39,0.35,0.21,0.49,0.31,0.31,0.35
JulieTexas12,0.54,0.64,0.54,0.49,0.53,0.53,0.6
JustDonPerla,0.36,0.1,0.06,0.24,0.4,0.16,0.3
JustMeMbMa,0.36,0.47,0.3,0.33,0.23,0.56,0.1
Just_a_Texan,0.5,0.23,0.13,0.24,0.43,0.16,0.83
K77491259,0.32,0.42,0.44,0.34,0.31,0.57,0.4
KNP2BP,0.56,0.43,0.21,0.48,0.3,0.34,0.65
KathyVurchio,0.51,0.49,0.62,0.21,0.59,0.52,0.51
Kellydanes1,0.46,0.44,0.54,0.42,0.69,0.42,0.37
KevinClipner1,0.38,0.39,0.52,0.42,0.46,0.42,0.3
KevinHorton15,0.44,0.5,0.21,0.69,0.29,0.41,0.24
KgKathryn,0.28,0.4,0.29,0.25,0.24,0.305,0.39
KimHarm63660098,0.37,0.33,0.26,0.42,0.21,0.22,0.23
KimLDuluth,0.26,0.39,0.25,0.33,0.33,0.24,0.15
Konamali1,0.25,0.37,0.09,0.2,0.24,0.29,0.13
Kudzu1984,0.3,0.47,0.34,0.47,0.32,0.33,0.22
LHBOSSD,0.28,0.09,0.11,0.15,0.29,0.28,0.2
LVNancy,0.37,0.53,0.42,0.5,0.41,0.35,0.42
Latinos331,0.64,0.82,0.75,0.851056335,0.72,0.87,0.41
LibertyNews1776,0.53,0.45,0.15,0.48,0.44,0.36,0.57
LinnyC123,0.35,0.43,0.3,0.37,0.47,0.51,0.32
Lion_LAM,0.52,0.5,0.44,0.48,0.59,0.36,0.2
LisaHauser8,0.28,0.27,0.16,0.56,0.2,0.2,0.14
LoriLynneRoss,0.36,0.35,0.22,0.36,0.32,0.26,0.08
LuzMaryCardona5,0.43,0.64,0.59,0.33,0.4,0.59,0.75
MGahannon,0.37,0.35,0.19,0.28,0.29,0.32,0.18
MT6200elev,0.33,0.44,0.33,0.3,0.21,0.51,0.28
Markus03121966,0.41,0.38,0.3,0.21,0.44,0.29,0.32
McGrathVeronica,0.48,0.67,0.38,0.46,0.4,0.41,0.29
MichaelSartorSr,0.43,0.49,0.24,0.45,0.57,0.36,0.34
MichelleSnodgr1,0.35,0.46,0.28,0.53,0.3,0.27,0.29
MiekeBush,0.34,0.3,0.42,0.47,0.26,0.26,0.14
MikeLonga,0.43,0.42,0.35,0.46,0.44,0.5,0.5
MikeRoySF,0.27,0.24,0.23,0.3,0.37,0.24,0.31
MishaMishaps,0.22,0.18,0.45,0.33,0.2,0.21,0.04
Mizzourah_Mom,0.4,0.42,0.36,0.29,0.35,0.49,0.1
MrsHoofenmoffes,0.17,0.37,0.36,0.4,0.38,0.29,0.08
MsHoefler,0.25,0.37,0.2,0.24,0.27,0.24,0.1
Musclecar42100A,0.24,0.41,0.18,0.38,0.27,0.24,0.06
Mystical_Moons,0.31,0.45,0.28,0.25,0.2,0.56,0.03
NJVotesTrump,0.52,0.5,0.06,0.19,0.59,0.17,0.13
NYJJ99,0.23,0.35,0.21,0.24,0.26,0.28,0.11
NogginsCo,0.38,0.47,0.46,0.26,0.45,0.29,0.25
Novel13jw,0.46,0.44,0.39,0.3,0.7,0.35,0.14
OFDHILLARY2016,0.35,0.45,0.15,0.36,0.38,0.42,0.24
OldJehle,0.32,0.22,0.09,0.38,0.29,0.19,0.24
Olliecj2009,0.43,0.44,0.35,0.47,0.46,0.41,0.31
One_Degtyar,0.45,0.57,0.5,0.49,0.56,0.68,0.23
PJStrikeForce,0.52,0.33,0.35,0.62,0.5,0.31,0.66
Peter_welsh_,0.23,0.33,0.24,0.23,0.35,0.5,0.31
Pimp_Magnet,0.2,0.28,0.06,0.41,0.33,0.39,0.26
PlaysTrumpCard,0.4,0.3,0.16,0.33,0.42,0.31,0.66
PotneckNews,0.47,0.18,0.08,0.29,0.66,0.13,0.16
PradaMD,0.2,0.42,0.28,0.15,0.28,0.14,0.08
ProtectSaveUSA,0.38,0.48,0.18,0.43,0.24,0.32,0.35
ROB4TRUMP,0.28,0.31,0.19,0.58,0.31,0.26,0.17
RedSpeckledPup,0.22,0.36,0.35,0.43,0.14,0.17,0.14
RobertA87413263,0.46,0.56,0.45,0.62,0.42,0.5,0.41
Robertwright231,0.4,0.49,0.56,0.46,0.48,0.45,0.52
Rocky4959,0.28,0.29,0.44,0.46,0.29,0.33,0.23
SMEXEEONE,0.3,0.51,0.32,0.19,0.44,0.57,0.17
SampleATL,0.4,0.44,0.28,0.34,0.39,0.38,0.29
SantiCoulon,0.23,0.35,0.22,0.29,0.23,0.14,0.13
SarieJoubert4,0.5,0.57,0.56,0.29,0.57,0.48,0.36
SassyMama888,0.36,0.56,0.2,0.4,0.42,0.33,0.24
ScullinDavis,0.53,0.56,0.39,0.41,0.66,0.45,0.33
Shearere13,0.43,0.43,0.22,0.35,0.38,0.32,0.16
SmallgGay,0.62,0.5,0.11,0.2,0.55,0.28,0.12
SociallySherri,0.38,0.38,0.32,0.41,0.35,0.27,0.22
SocorroCarranz1,0.31,0.42,0.41,0.35,0.41,0.42,0.19
SoniaO529,0.17,0.43,0.14,0.2,0.28,0.33,0.21
Stormy1998,0.27,0.38,0.02,0.29,0.29,0.18,0.25
Support_ALL_USA,0.25,0.56,0.32,0.41,0.4,0.41,0.15
SurburbanCowboy,0.13,0.33,0.08,0.12,0.25,0.18,0.2
TBoBrewdog,0.53,0.36,0.19,0.37,0.73,0.43,0.15
TN_Trump,0.47,0.44,0.23,0.4,0.63,0.3,0.34
Tbear1Vj,0.33,0.37,0.25,0.51,0.33,0.19,0.11
ThAlMeArCrEq,0.19,0.4,0.23,0.57,0.3,0.18,0.03
TheHoodedNorman,0.39,0.25,0.23,0.24,0.62,0.33,0.23
The_Cheese68,0.32,0.13,0.39,0.47,0.42,0.18,0.45
TiffanyRayshun8,0.41,0.57,0.65,0.19,0.29,0.6,0.47
Tobymare,0.28,0.25,0.33,0.5,0.2,0.21,0.11
TommmyJefferson,0.27,0.42,0.27,0.55,0.25,0.45,0.23
Top_Story_News,0.62,0.72,0.62,0.72,0.58,0.63,0.56
TridentRed,0.4,0.5,0.59,0.69,0.31,0.52,0.13
TrumpSupport13,0.33,0.33,0.09,0.46,0.2,0.25,0.31
TrumpTrain09,0.35,0.37,0.17,0.46,0.2,0.39,0.23
USANews10,0.82,0.68,0.58,0.31,0.66,0.55,0.75
UnofficialinCa,0.39,0.37,0.3,0.18,0.32,0.36,0.38
UsyNewsy,0.88,0.653333333,0.7,0.840246053,0.793147134,0.83,0.79
Vajra_Nagini,0.18,0.31,0.19,0.32,0.13,0.29,0.1
VermillionRich,0.32,0.34,0.14,0.42,0.26,0.26,0.28
VictorBassett,0.45,0.51,0.37,0.53,0.55,0.6,0.48
Vixstress,0.44,0.48,0.34,0.47,0.59,0.43,0.04
WaterWynd,0.34,0.3,0.16,0.34,0.5,0.23,0.27
Westxgal,0.53,0.41,0.37,0.5,0.41,0.49,0.62
Yonadav7,0.54,0.46,0.05,0.39,0.6,0.31,0.37
Zab08zoe,0.3,0.28,0.28,0.15,0.33,0.31,0.05
_ThePage,0.58,0.62,0.36,0.61,0.56,0.49,0.71
_weebutmighty,0.16,0.11,0.06,0.22,0.19,0.18,0.09
a74seabee,0.21,0.34,0.33,0.18,0.24,0.25,0.07
ahnonymous_a,0.3,0.37,0.2,0.38,0.25,0.31,0.21
alisabatman,0.34,0.37,0.2,0.58,0.28,0.24,0.15
allen_amos,0.28,0.51,0.07,0.21,0.26,0.21,0.17
amadmavworld,0.57,0.54,0.26,0.48,0.41,0.09,0.39
angelarose51,0.23,0.43,0.21,0.52,0.12,0.15,0.32
ankumari_rt,0.7,0.76,0.57,0.48,0.78,0.51,0.65
b_drone,0.3,0.29,0.08,0.54,0.27,0.24,0.25
balthsbart,0.3,0.18,0.08,0.56,0.21,0.29,0.2
barbaraward235,0.49,0.35,0.36,0.42,0.62,0.33,0.3
barryonash,0.26,0.33,0.27,0.12,0.17,0.2,0.13
beelady12,0.51,0.46,0.15,0.4,0.4,0.38,0.23
bentonlee1,0.29,0.37,0.35,0.11,0.39,0.32,0.11
betseybess,0.27,0.4,0.34,0.57,0.27,0.43,0.4
boandsunny,0.49,0.49,0.32,0.46,0.6,0.31,0.21
bonartgl,0.29,0.26,0.09,0.37,0.29,0.19,0.29
brokerbev1,0.18,0.37,0.3,0.43,0.35,0.41,0.09
cainfam22,0.35,0.36,0.29,0.35,0.31,0.23,0.14
carlettedup,0.2,0.33,0.21,0.35,0.37,0.31,0.11
carnessa0203,0.39,0.62,0.44,0.34,0.58,0.52,0.39
carrnut,0.25,0.26,0.2,0.17,0.32,0.31,0.11
cball47,0.21,0.31,0.39,0.47,0.2,0.3,0.32
cindy_crawley,0.32,0.32,0.32,0.21,0.28,0.36,0.16
clannadlore,0.4,0.44,0.33,0.55,0.53,0.32,0.14
cobalttash,0.35,0.38,0.33,0.57,0.31,0.17,0.28
cokeybest,0.34,0.26,0.19,0.38,0.31,0.28,0.17
col_nj,0.48,0.32,0.14,0.41,0.31,0.39,0.64
conniegalan,0.29,0.39,0.23,0.67,0.28,0.5,0.21
crying_raven,0.15,0.36,0.4,0.38,0.23,0.38,0.18
dailyrapid,0.51,0.53,0.68,0.6,0.83,0.62,0.14
darleneposey60,0.43,0.43,0.59,0.61,0.46,0.5,0.38
dawson250,0.22,0.43,0.66,0.28,0.19,0.46,0.17
deborahutchens,0.32,0.45,0.37,0.2,0.28,0.37,0.16
dennis1160,0.45,0.55,0.49,0.18,0.54,0.72,0.33
der_Hotzenplotz,0.36,0.32,0.36,0.31,0.41,0.21,0.21
donnamoon81146,0.29,0.33,0.2,0.26,0.27,0.16,0.15
draaag1,0.16,0.27,0.33,0.21,0.17,0.34,0.12
drdonna212,0.23,0.12,0.31,0.28,0.31,0.31,0.11
drheidibach,0.32,0.35,0.21,0.23,0.31,0.36,0.2
dwelch57,0.23,0.38,0.33,0.32,0.33,0.45,0.07
earlworthington,0.2,0.45,0.24,0.26,0.32,0.21,0.2
ffforme59,0.3,0.46,0.1,0.47,0.42,0.32,0.38
fiazahmed369,0.4,0.55,0.3,0.56,0.41,0.39,0.46
frangiaq,0.22,0.14,0.15,0.13,0.21,0.31,0.01
gafrfghtr,0.36,0.49,0.52,0.32,0.4,0.51,0.43
gal_deplorable,0.35,0.26,0.11,0.51,0.28,0.15,0.1
gatorgirlbelle,0.16,0.28,0.32,0.11,0.27,0.28,0.1
gee_garza,0.4,0.52,0.51,0.32,0.39,0.29,0.45
getoffthemeds,0.45,0.51,0.57,0.54,0.67,0.39,0.47
gmitch9,0.32,0.25,0.31,0.34,0.37,0.2,0.17
goprapebuster,0.53,0.39,0.39,0.52,0.55,0.24,0.31
grechrist,0.44,0.78,0.66,0.87673582,0.06,0.67,0.07
gregmwells,0.34,0.44,0.27,0.49,0.24,0.37,0.22
gsaleguy,0.51,0.43,0.19,0.16,0.58,0.32,0.25
gsxranthony11,0.23,0.32,0.19,0.47,0.43,0.37,0.36
halobenson,0.26,0.39,0.36,0.37,0.29,0.36,0.12
hisprepublican,0.36,0.4,0.46,0.44,0.49,0.36,0.53
holcombhetricl,0.34,0.5,0.22,0.42,0.21,0.39,0.27
iLoveurdog5,0.46,0.27,0.18,0.41,0.57,0.28,0.29
iowemysoul,0.32,0.41,0.19,0.42,0.32,0.21,0.26
islandmafia138,0.3,0.34,0.32,0.49,0.28,0.41,0.16
j082298,0.17,0.2,0.11,0.19,0.14,0.16,0.25
j1m1v,0.33,0.32,0.12,0.32,0.3,0.19,0.26
jdmarie1,0.22,0.36,0.2,0.12,0.28,0.35,0.04
jerrilyn71,0.57,0.35,0.26,0.39,0.38,0.22,0.46
jerryleewoodro1,0.63,0.7,0.31,0.6675,0.74,0.62,0.69
jimboazil,0.43,0.41,0.39,0.5,0.39,0.37,0.43
jimmyepate,0.19,0.48,0.39,0.19,0.34,0.38,0.04
jocase192,0.35,0.37,0.1,0.35,0.34,0.17,0.28
johnnyfeltham,0.2,0.16,0.26,0.19,0.16,0.19,0.36
jokeronparade,0.36,0.31,0.36,0.41,0.26,0.19,0.21
joncoopertweets,0.35,0.49,0.33,0.33,0.4,0.31,0.3
joyceporterdunn,0.33,0.41,0.06,0.21,0.33,0.4,0.05
kaybear1977,0.25,0.43,0.14,0.29,0.22,0.32,0.1
kazueger1,0.39,0.25,0.08,0.32,0.45,0.32,0.57
kestans,0.52,0.39,0.15,0.44,0.64,0.26,0.08
klmunoz54,0.26,0.22,0.24,0.42,0.29,0.32,0.2
kmorgan24,0.18,0.41,0.31,0.41,0.36,0.39,0.25
koch_aimee,0.44,0.59,0.51,0.19,0.5,0.44,0.5
kwtgvt,0.35,0.54,0.35,0.41,0.26,0.34,0.21
laa6812,0.39,0.64,0.48,0.32,0.38,0.53,0.28
lastchance4usa,0.37,0.33,0.18,0.38,0.23,0.24,0.19
laur1679,0.37,0.47,0.43,0.45,0.34,0.34,0.23
leighaa35,0.41,0.52,0.37,0.24,0.43,0.17,0.46
leonab1234,0.45,0.42,0.1,0.37,0.58,0.2,0.12
letitsnow64,0.34,0.36,0.35,0.51,0.27,0.43,0.39
lorrainekaack,0.29,0.18,0.23,0.28,0.28,0.13,0.07
lostom1,0.42,0.5,0.27,0.36,0.54,0.29,0.23
louvice,0.48,0.29,0.54,0.48,0.59,0.54,0.21
love_icydelight,0.28,0.27,0.34,0.46,0.29,0.33,0.28
madjorgen,0.28,0.32,0.34,0.3,0.24,0.31,0.2
magstaylor123,0.34,0.34,0.32,0.27,0.33,0.27,0.17
marilynarndt,0.27,0.4,0.03,0.42,0.34,0.25,0.11
marketanalyst01,0.4,0.28,0.14,0.26,0.33,0.31,0.24
mbbav_marie,0.27,0.43,0.2,0.54,0.37,0.42,0.18
mikehighleysr,0.39,0.34,0.27,0.29,0.6,0.29,0.12
mikethenice1,0.65,0.45,0.25,0.43,0.67,0.24,0.4
mikezzz111,0.5,0.4,0.39,0.51,0.53,0.34,0.19
minnamyself,0.35,0.45,0.36,0.41,0.37,0.26,0.26
mishachfl,0.38,0.25,0.13,0.39,0.28,0.32,0.24
mjohnso27,0.33,0.45,0.38,0.44,0.33,0.36,0.34
mmdrew2010,0.35,0.43,0.43,0.26,0.39,0.4,0.28
mmmoonie,0.44,0.41,0.33,0.47,0.23,0.38,0.79
mommala728,0.38,0.34,0.25,0.36,0.33,0.37,0.27
morgfair,0.63,0.4,0.32,0.39,0.46,0.27,0.55
msfried315,0.41,0.29,0.13,0.29,0.37,0.18,0.25
msgoddessrises,0.16,0.09,0.12,0.19,0.17,0.2,0.09
my2twh,0.35,0.45,0.47,0.53,0.33,0.52,0.27
mydogsmom315,0.22,0.3,0.13,0.31,0.26,0.23,0.1
nanaof4,0.32,0.47,0.46,0.24,0.44,0.57,0.18
nanluvsmatt,0.27,0.33,0.06,0.3,0.32,0.25,0.14
netminnow,0.42,0.47,0.5,0.55,0.43,0.29,0.24
no1from_nowhere,0.4,0.42,0.11,0.4,0.25,0.33,0.41
nobigotry,0.43,0.41,0.35,0.3,0.38,0.25,0.31
nykahhh,0.38,0.29,0.32,0.49,0.3,0.334,0.47
oak523,0.24,0.27,0.2,0.43,0.29,0.25,0.29
odcusa,0.2,0.38,0.16,0.36,0.39,0.29,0.15
owenbernard,0.19,0.24,0.04,0.28,0.22,0.15,0.28
pennymccarthy19,0.34,0.52,0.54,0.58,0.27,0.38,0.48
petpanther0,0.3,0.31,0.25,0.37,0.37,0.2,0.11
puglover3817,0.27,0.24,0.39,0.16,0.6,0.41,0.21
ramaxe1965,0.24,0.41,0.09,0.12,0.36,0.34,0.12
rbean14620,0.31,0.4,0.15,0.23,0.42,0.42,0.23
ricardodegouve4,0.39,0.43,0.66,0.27,0.59,0.55,0.65
robyns323,0.44,0.16,0.27,0.27,0.26,0.19,0.4
rokija7,0.42,0.52,0.51,0.4,0.57,0.43,0.32
rosierifka,0.38,0.44,0.07,0.26,0.36,0.19,0.17
sammi_at,0.42,0.44,0.25,0.37,0.43,0.14,0.15
sandraspringer,0.24,0.39,0.32,0.34,0.36,0.25,0.15
sandyHuggy,0.23,0.18,0.03,0.35,0.26,0.13,0.04
sclnbab,0.3,0.39,0.32,0.4,0.44,0.32,0.27
sdinup,0.23,0.31,0.36,0.36,0.26,0.21,0.1
seemydeath,0.18,0.27,0.28,0.15,0.19,0.11,0.03
stories_daily,0.6,0.76,0.46,0.6,0.68,0.78,0.46
suekhi,0.38,0.27,0.25,0.37,0.25,0.23,0.54
summedupusa,0.57,0.96,0.71,0.840246053,0.793147134,0.9,0.23
sunnyherring1,0.33,0.35,0.24,0.53,0.36,0.42,0.33
surelyverily,0.18,0.24,0.29,0.2,0.18,0.43,0.04
susan_macri,0.29,0.49,0.41,0.32,0.37,0.36,0.15
sydphiluxy,0.32,0.52,0.45,0.27,0.33,0.43,0.34
thatwillgettalk,0.51,0.35,0.25,0.25,0.68,0.45,0.4
theglobaluniter,0.43,0.45,0.4,0.47,0.4,0.26,0.31
thewoman62,0.26,0.39,0.05,0.55,0.32,0.33,0.16
tkamins123,0.46,0.34,0.12,0.41,0.71,0.32,0.32
tracieeeeee,0.47,0.35,0.38,0.45,0.22,0.42,0.64
trbrad62,0.36,0.23,0.45,0.48,0.26,0.35,0.15
trin59831,0.45,0.5,0.19,0.2,0.68,0.25,0.07
troyawalters,0.29,0.43,0.38,0.61,0.34,0.54,0.31
trump4_change,0.33,0.41,0.32,0.31,0.4,0.29,0.25
twinkhana987,0.52,0.77,0.37,0.5,0.64,0.33,0.58
tyrelle123,0.32,0.35,0.41,0.57,0.28,0.26,0.32
unarosabianca13,0.42,0.37,0.25,0.53,0.2,0.42,0.36
uniqueprophet,0.64,0.42,0.29,0.41,0.86,0.38,0.65
unrooly1,0.34,0.44,0.59,0.58,0.35,0.38,0.37
vmetu,0.28,0.3,0.32,0.36,0.17,0.39,0.08
wWnewsWw,0.87,0.84,0.55,0.31,0.62,0.74,0.88
w_turley,0.18,0.21,0.22,0.22,0.3,0.23,0.17
waybaby,0.27,0.34,0.28,0.36,0.32,0.37,0.3
websterwakeemup,0.22,0.29,0.25,0.3,0.28,0.03,0.09
welzZalia,0.45,0.47,0.53,0.31,0.52,0.49,0.42
white79trash,0.16,0.31,0.43,0.19,0.4,0.38,0.13
wtfmain78,0.3,0.24,0.19,0.59,0.26,0.15,0.32
zyiteblog,0.725,0.75,0.42,0.61,0.57,0.68,0.878
1America1776,0.5,0.47,0.38,0.23,0.44,0.48,0.69
1Bigart,0.44,0.51,0.43,0.33,0.67,0.63,0.43
1_Hoof_Hearted,0.44,0.48,0.24,0.42,0.27,0.33,0.59
1handputter,0.18,0.36,0.13,0.26,0.38,0.32,0.05
2bigj,0.24,0.45,0.42,0.25,0.41,0.44,0.19
3007World,0.59,0.61,0.37,0.73,0.67,0.51,0.66
3puppies4kids,0.27,0.28,0.2,0.35,0.24,0.32,0.17
4ReUnitedStates,0.24,0.45,0.17,0.35,0.15,0.23,0.22
AMN06,0.44,0.5,0.45,0.5,0.36,0.5,0.29
AMRGuzman,0.37,0.41,0.44,0.47,0.24,0.36,0.28
AUgrad1997,0.27,0.2,0.16,0.14,0.23,0.31,0.3
AWorldOutOfMind,0.27,0.34,0.16,0.19,0.26,0.27,0.18
AdedapoLinda,0.36,0.33,0.46,0.48,0.16,0.33,0.36
Alasken12,0.29,0.4,0.29,0.39,0.33,0.26,0.25
AmbitiousAppz,0.34,0.45,0.18,0.3,0.26,0.36,0.12
AmelieBaldwin,0.53,0.44,0.39,0.49,0.72,0.5,0.22
AmericanLizzy,0.19,0.24,0.38,0.6,0.26,0.28,0.13
AmericasInPeril,0.53,0.49,0.34,0.4,0.64,0.49,0.24
Americas_Hope,0.74,0.76,0.43,0.69,0.66,0.75,0.15
AndrewArlink,0.45,0.42,0.33,0.34,0.44,0.3,0.62
AngelOfTruth16,0.26,0.28,0.15,0.15,0.28,0.23,0.19
Anootchka,0.56,0.27,0.2,0.33,0.54,0.25,0.24
Apple55552,0.42,0.36,0.32,0.24,0.63,0.3,0.12
ArtDSilva,0.41,0.55,0.24,0.47,0.56,0.55,0.42
AskKathy,0.19,0.27,0.25,0.36,0.24,0.37,0.07
AudBr,0.54,0.46,0.34,0.18,0.62,0.26,0.01
AveEuropa,0.38,0.33,0.1,0.31,0.26,0.21,0.16
